transaction_id,account_id,transaction_date,transaction_type,transaction_amount,account_balance_after_transaction,branch_id,anomaly
778,55,2026-08-05 10:05:00,Withdrawal,1000.6,26479.79,7,False
779,66,2025-02-08 09:29:00,Withdrawal,6591.57,70189.3,3,False
780,27,2025-12-09 21:08:00,Transfer,712.54,40401.65,5,False
781,224,2025-06-13 17:43:00,Purchase,764.82,29932.36,12,False
782,109,2025-03-23 14:40:00,Deposit,892.64,70756.54,2,False
783,46,2025-12-04 03:11:00,Purchase,2469.85,51959.69,11,False
784,141,2026-02-06 16:56:00,Deposit,3354.15,78790.23,12,False
785,8,2025-02-05 09:32:00,Deposit,166.05,71471.41,8,False
786,176,2025-04-28 10:19:00,Purchase,263.38,40048.89,12,False
787,188,2026-04-03 07:34:00,Deposit,583.37,4712.35,11,False
788,263,2025-05-08 11:13:00,Purchase,1382.25,70675.04,8,False
789,117,2026-06-15 16:28:00,Deposit,431.01,66245.69,6,False
790,83,2026-01-24 13:41:00,Deposit,267.22,46175.85,1,False
791,92,2025-05-22 01:33:00,Purchase,1723.5,27720.07,6,False
792,139,2026-06-27 14:37:00,Purchase,556.36,88752.4,7,False
793,143,2026-06-01 15:44:00,Transfer,659.49,71365.52,3,False
794,141,2025-12-22 06:38:00,Transfer,272.9,78796.31,10,False
795,4,2026-07-16 05:00:00,Deposit,145.93,14398.91,3,False
796,179,2026-03-07 15:58:00,Withdrawal,689.7,54882.63,2,False
797,130,2025-12-29 03:20:00,Purchase,1487.6,60112.99,9,False
798,120,2025-08-18 01:40:00,Withdrawal,1074.2,46076.17,6,False
799,33,2025-12-27 00:59:00,Deposit,26.15,68806.06,11,False
800,144,2025-01-09 05:00:00,Transfer,119.35,96739.61,12,False
801,185,2026-08-30 01:39:00,Purchase,495.51,44239.81,4,False
802,80,2025-02-24 13:15:00,Deposit,216.64,3462.11,11,False
803,4,2026-04-12 16:46:00,Deposit,565.4,14629.08,9,False
804,102,2026-03-11 14:24:00,Deposit,2578.04,61154.44,9,False
805,107,2025-09-25 16:50:00,Purchase,1024.0,44958.1,9,False
806,130,2025-08-05 04:34:00,Withdrawal,146.79,60499.09,11,False
807,219,2025-12-14 17:09:00,Withdrawal,2062.4,71649.83,1,False
808,139,2025-10-27 16:05:00,Purchase,36.4,88711.53,1,False
809,264,2025-11-19 17:16:00,Withdrawal,648.74,68840.6,8,False
810,60,2026-02-05 06:19:00,Purchase,3350.97,85730.12,8,False
811,4,2025-06-28 19:08:00,Purchase,415.48,14528.72,9,False
812,125,2025-04-16 12:41:00,Purchase,646.0,4335.56,5,False
813,195,2025-07-07 08:24:00,Withdrawal,334.75,9503.26,4,False
814,150,2025-07-01 10:35:00,Deposit,14082.84,39750.1,9,True
815,256,2025-04-28 19:16:00,Purchase,110.17,22645.8,12,False
816,218,2026-03-09 02:26:00,Deposit,337.73,89746.86,3,False
817,106,2026-07-05 01:41:00,Purchase,114.08,38437.15,12,False
818,5,2025-08-05 23:16:00,Withdrawal,13786.76,40352.64,10,True
819,48,2025-04-22 08:14:00,Transfer,282.74,94046.43,11,False
820,90,2025-08-02 01:07:00,Deposit,180.75,76858.16,3,False
821,106,2026-06-28 03:26:00,Transfer,1556.06,37286.67,5,False
822,229,2025-12-28 03:35:00,Transfer,2270.96,46229.86,9,False
823,176,2026-08-11 07:58:00,Withdrawal,523.54,39546.22,4,False
824,12,2025-10-06 04:34:00,Deposit,525.06,68810.05,6,False
825,41,2025-08-27 07:24:00,Transfer,117.34,92762.24,8,False
826,216,2025-08-19 15:52:00,Deposit,403.45,83850.53,6,False
827,261,2025-03-05 23:54:00,Withdrawal,431.82,32457.16,9,False
828,140,2025-08-02 04:46:00,Withdrawal,83.38,55547.83,4,False
829,269,2025-04-28 12:54:00,Withdrawal,112.76,17186.67,6,False
830,231,2026-08-08 01:12:00,Withdrawal,1440.96,82066.54,8,False
831,236,2025-11-06 20:34:00,Purchase,61.15,76399.38,3,False
832,72,2025-03-14 18:15:00,Withdrawal,464.66,28632.54,5,False
833,79,2026-06-29 07:13:00,Withdrawal,76.75,12041.42,1,False
834,160,2025-06-27 00:05:00,Transfer,3599.47,66651.53,7,False
835,232,2025-06-23 01:23:00,Deposit,11.87,73140.94,11,False
836,37,2025-05-12 15:36:00,Transfer,399.32,77616.3,10,False
837,132,2025-08-11 00:10:00,Purchase,1815.77,8024.77,1,False
838,170,2025-01-27 20:47:00,Deposit,351.4,60633.01,4,False
839,103,2025-11-15 19:35:00,Purchase,737.27,74073.12,7,False
840,173,2026-04-12 10:39:00,Purchase,412.79,91703.59,7,False
841,244,2026-06-07 07:04:00,Withdrawal,127.14,9237.59,10,False
842,145,2025-04-02 22:42:00,Deposit,452.07,75666.78,4,False
843,165,2026-03-21 16:13:00,Withdrawal,1516.5,48104.65,10,False
844,112,2025-01-04 01:55:00,Withdrawal,163.64,73819.74,2,False
845,233,2025-07-05 17:31:00,Transfer,842.85,96271.71,8,False
846,205,2026-01-11 14:34:00,Deposit,481.79,73895.69,3,False
847,149,2025-04-02 09:14:00,Withdrawal,1789.0,36383.41,2,False
848,207,2025-07-06 02:28:00,Purchase,1758.52,84519.88,7,False
849,93,2026-08-02 17:45:00,Deposit,1327.46,26939.34,10,False
850,177,2025-01-18 07:33:00,Deposit,492.21,80789.56,5,False
851,23,2025-03-13 21:31:00,Purchase,1149.63,71763.23,10,False
852,98,2025-10-06 20:13:00,Transfer,849.51,55786.7,5,False
853,128,2026-05-09 19:55:00,Deposit,802.7,75081.95,9,False
854,99,2025-01-28 16:29:00,Purchase,266.06,78205.69,7,False
855,118,2025-10-17 18:21:00,Withdrawal,37.38,10368.74,3,False
856,88,2025-04-16 18:59:00,Deposit,233.87,42203.32,1,False
857,21,2025-07-31 06:48:00,Transfer,175.55,46186.34,4,False
858,175,2026-01-20 10:55:00,Transfer,15.3,25860.93,9,False
859,98,2025-01-10 03:24:00,Purchase,4495.92,55381.1,1,False
860,90,2025-05-31 00:29:00,Deposit,224.44,77021.76,11,False
861,79,2026-03-28 00:40:00,Transfer,35.7,12006.27,8,False
862,177,2025-05-05 13:39:00,Deposit,990.75,80517.46,7,False
863,77,2025-10-19 05:52:00,Deposit,350.79,37518.73,2,False
864,43,2025-12-12 15:44:00,Purchase,512.57,70776.17,7,False
865,160,2025-04-19 04:23:00,Transfer,1558.63,66717.94,1,False
866,125,2026-02-02 03:31:00,Transfer,1637.81,3439.51,8,False
867,19,2025-01-20 04:52:00,Withdrawal,547.99,3583.23,2,False
868,43,2026-01-01 12:07:00,Withdrawal,33.32,70413.21,4,False
869,236,2025-07-02 07:18:00,Transfer,387.59,76097.07,3,False
870,109,2025-06-04 17:10:00,Purchase,944.29,71394.07,3,False
871,105,2025-02-23 13:57:00,Deposit,705.4,7788.32,3,False
872,105,2026-05-21 21:43:00,Transfer,1519.5,7413.63,9,False
873,253,2025-12-15 09:27:00,Deposit,255.14,37128.73,5,False
874,231,2025-05-13 02:35:00,Purchase,138.36,82151.63,5,False
875,255,2025-09-08 18:12:00,Deposit,209.6,99557.38,8,False
876,261,2025-12-19 12:02:00,Deposit,4245.02,29597.14,12,False
877,29,2026-08-20 12:59:00,Withdrawal,211.93,57154.21,6,False
878,45,2025-04-04 02:13:00,Purchase,573.43,57889.88,6,False
879,32,2025-11-27 09:30:00,Deposit,3338.43,32045.0,4,False
880,126,2026-07-21 16:50:00,Purchase,919.03,35539.62,9,False
881,184,2025-06-04 19:25:00,Transfer,949.9,87808.54,11,False
882,143,2025-12-16 06:55:00,Transfer,1778.85,70951.59,11,False
883,147,2025-09-04 22:30:00,Withdrawal,1225.53,55362.05,4,False
884,182,2025-10-09 09:38:00,Withdrawal,141.48,13730.85,6,False
885,61,2026-04-28 14:21:00,Transfer,189.49,79105.81,9,False
886,262,2025-11-14 03:07:00,Purchase,338.27,60172.65,7,False
887,250,2025-08-17 12:20:00,Purchase,244.47,89917.15,12,False
888,76,2026-02-17 13:00:00,Purchase,235.93,24449.39,4,False
889,45,2025-03-21 20:08:00,Withdrawal,1112.08,56702.47,4,False
890,104,2026-08-11 17:25:00,Withdrawal,103.71,60829.96,12,False
891,39,2025-03-02 23:46:00,Purchase,337.28,82198.97,2,False
892,37,2025-07-06 04:09:00,Deposit,2440.4,79824.73,8,False
893,122,2025-09-30 23:20:00,Deposit,19.39,36795.88,6,False
894,105,2026-01-24 14:41:00,Withdrawal,1214.95,8049.12,4,False
895,133,2025-06-08 10:53:00,Transfer,936.28,30105.78,3,False
896,101,2026-07-22 17:50:00,Purchase,871.56,67232.99,2,False
897,40,2025-07-29 14:59:00,Transfer,647.89,75606.78,7,False
898,39,2026-06-05 23:31:00,Withdrawal,2590.4,82208.67,2,False
899,42,2026-07-29 00:37:00,Transfer,457.32,55164.16,2,False
900,100,2025-11-19 08:14:00,Deposit,1330.28,69385.71,1,False
901,18,2025-04-08 17:01:00,Withdrawal,932.81,52725.73,7,False
902,152,2025-07-30 14:34:00,Withdrawal,450.11,4409.09,10,False
903,188,2026-07-24 13:24:00,Withdrawal,1839.47,5246.31,9,False
904,94,2026-01-15 12:25:00,Withdrawal,1485.79,84837.13,11,False
905,17,2025-03-13 08:17:00,Withdrawal,1498.96,52355.73,8,False
906,237,2025-01-31 23:09:00,Withdrawal,215.76,77533.26,9,False
907,175,2025-03-28 14:31:00,Deposit,2381.81,27553.42,10,False
908,10,2026-07-17 15:03:00,Purchase,1184.26,93212.53,5,False
909,105,2025-07-29 13:32:00,Purchase,2526.92,5621.27,3,False
910,70,2025-11-25 16:13:00,Purchase,1492.66,12641.97,6,False
911,134,2026-01-27 07:00:00,Withdrawal,1237.15,4298.24,12,False
912,21,2025-08-17 13:41:00,Withdrawal,1316.13,46959.72,10,False
913,89,2026-03-06 12:29:00,Deposit,1522.81,1288.98,12,False
914,255,2025-08-14 18:27:00,Deposit,2940.0,97164.13,5,False
915,210,2026-08-18 14:01:00,Transfer,1143.49,47033.22,8,False
916,126,2025-11-30 08:39:00,Purchase,1043.81,36719.44,10,False
917,230,2026-01-11 04:40:00,Purchase,97.25,7949.87,12,False
918,70,2026-01-16 21:37:00,Deposit,1308.1,12859.2,8,False
919,134,2025-03-24 13:18:00,Transfer,837.44,4156.64,12,False
920,136,2025-07-03 12:37:00,Transfer,393.69,60827.32,11,False
921,6,2025-02-17 11:12:00,Deposit,1276.15,75773.78,5,False
922,225,2026-08-04 14:47:00,Transfer,235.67,75086.22,4,False
923,160,2025-03-06 09:52:00,Transfer,1538.15,69397.94,12,False
924,126,2026-08-27 02:35:00,Withdrawal,269.51,35873.88,8,False
925,104,2025-05-27 08:36:00,Withdrawal,390.79,61143.13,4,False
926,238,2025-10-07 12:26:00,Transfer,141.55,36156.76,8,False
927,87,2026-02-21 06:57:00,Deposit,1009.16,12425.37,3,False
928,155,2026-02-26 17:45:00,Deposit,532.89,22949.53,5,False
929,217,2026-03-28 21:52:00,Purchase,75.19,54546.5,8,False
930,17,2025-02-05 22:39:00,Transfer,764.07,51541.82,2,False
931,232,2026-01-05 19:17:00,Transfer,523.42,73313.58,6,False
932,122,2026-04-26 22:54:00,Transfer,1537.62,37306.64,2,False
933,256,2025-08-27 23:30:00,Deposit,1697.0,23027.74,11,False
934,202,2026-07-24 08:27:00,Purchase,18.49,57587.78,11,False
935,263,2026-07-16 03:14:00,Transfer,127.58,71337.08,7,False
936,21,2025-01-28 21:43:00,Purchase,2098.25,47372.37,5,False
937,149,2025-12-12 21:59:00,Withdrawal,1661.25,36289.82,1,False
938,111,2025-08-08 09:50:00,Transfer,655.88,72975.12,2,False
939,115,2025-03-10 09:03:00,Purchase,647.58,47690.64,8,False
940,141,2025-02-20 06:47:00,Withdrawal,1030.03,79742.11,12,False
941,158,2025-05-06 06:49:00,Deposit,673.96,12370.25,8,False
942,151,2025-05-10 08:10:00,Deposit,167.07,95459.91,7,False
943,105,2025-07-07 01:12:00,Transfer,213.61,7348.33,6,False
944,269,2026-04-17 14:41:00,Withdrawal,1203.81,17050.73,3,False
945,51,2026-06-01 10:22:00,Withdrawal,17.33,12528.4,2,False
946,132,2025-06-25 19:00:00,Purchase,2766.58,7140.2,10,False
947,211,2026-03-13 01:54:00,Purchase,621.85,53226.12,11,False
948,109,2025-10-01 10:53:00,Transfer,633.64,71769.98,9,False
949,261,2026-06-21 02:26:00,Purchase,340.06,32811.21,2,False
950,29,2025-08-30 13:12:00,Withdrawal,1699.99,55782.33,2,False
951,86,2026-04-01 22:01:00,Transfer,823.9,97721.49,8,False
952,165,2025-09-29 22:42:00,Deposit,80.64,48006.65,3,False
953,70,2025-03-28 02:18:00,Withdrawal,1074.32,13347.16,9,False
954,131,2025-07-03 22:44:00,Transfer,95.11,737.36,10,False
955,111,2025-11-30 02:59:00,Withdrawal,455.0,73421.8,2,False
956,95,2025-09-28 09:43:00,Purchase,585.68,64803.42,9,False
957,209,2025-03-08 17:27:00,Transfer,1011.53,22799.14,11,False
958,262,2025-12-18 09:44:00,Purchase,490.55,60561.33,3,False
959,15,2025-05-30 07:44:00,Purchase,2390.78,68261.09,9,False
960,105,2025-05-25 21:56:00,Withdrawal,646.33,7496.35,2,False
961,5,2025-05-10 10:41:00,Purchase,2338.47,41763.23,8,False
962,29,2026-07-19 20:11:00,Purchase,109.95,57173.19,10,False
963,96,2025-12-29 01:09:00,Deposit,396.03,47091.27,10,False
964,233,2025-09-21 23:08:00,Purchase,134.09,96067.06,4,False
965,206,2025-08-07 07:36:00,Withdrawal,1935.65,17020.59,6,False
966,128,2025-02-18 03:36:00,Transfer,586.24,75934.61,2,False
967,182,2025-07-04 13:15:00,Withdrawal,142.47,13771.96,10,False
968,104,2025-09-20 15:02:00,Withdrawal,271.54,60702.99,11,False
969,242,2026-07-13 02:36:00,Withdrawal,949.45,45454.56,7,False
970,241,2025-07-24 06:28:00,Deposit,456.23,82183.61,12,False
971,144,2025-07-09 05:43:00,Withdrawal,340.33,96732.94,6,False
972,35,2025-11-18 11:11:00,Withdrawal,474.38,62161.64,9,False
973,42,2025-07-23 10:50:00,Withdrawal,1868.18,56833.91,4,False
974,181,2026-02-05 10:29:00,Deposit,3367.81,35653.64,9,False
975,96,2025-07-21 12:47:00,Deposit,49.74,47418.3,7,False
976,99,2026-05-23 23:19:00,Purchase,1134.87,78588.14,12,False
977,115,2025-12-16 12:53:00,Withdrawal,170.81,47683.0,12,False
978,188,2026-03-18 19:19:00,Deposit,890.61,5256.48,8,False
979,35,2026-05-29 05:38:00,Purchase,177.52,61934.29,6,False
980,113,2025-12-06 01:16:00,Withdrawal,428.12,22153.37,2,False
981,151,2025-10-22 08:44:00,Transfer,61.4,95572.09,11,False
982,46,2025-08-27 04:16:00,Purchase,947.54,53745.97,11,False
983,224,2025-02-17 19:20:00,Transfer,579.71,30906.37,10,False
984,131,2026-05-11 21:33:00,Deposit,1758.4,1226.94,12,False
985,12,2025-11-16 04:45:00,Withdrawal,1436.31,70375.57,6,False
986,221,2025-11-21 07:46:00,Purchase,713.58,5866.52,4,False
987,113,2025-01-07 09:03:00,Deposit,318.39,22458.04,10,False
988,20,2025-07-23 17:15:00,Withdrawal,1049.57,68688.77,3,False
989,120,2025-01-30 11:00:00,Transfer,476.87,45170.75,3,False
990,56,2026-01-20 11:05:00,Deposit,158.0,26966.69,5,False
991,196,2025-02-19 07:37:00,Deposit,42.68,1542.86,8,False
992,194,2026-03-24 09:58:00,Deposit,398.06,63488.67,3,False
993,215,2025-08-04 17:43:00,Withdrawal,1721.72,100293.46,1,False
994,173,2025-04-18 03:12:00,Deposit,669.38,91991.18,4,False
995,69,2025-10-09 13:38:00,Withdrawal,618.4,51008.13,10,False
996,60,2025-09-30 15:03:00,Withdrawal,227.71,85133.98,6,False
997,132,2025-12-24 15:19:00,Deposit,807.78,8652.54,5,False
998,134,2025-09-10 08:02:00,Deposit,1408.62,3917.09,5,False
999,59,2026-02-26 15:17:00,Deposit,963.45,5907.02,1,False
1000,265,2026-08-06 06:50:00,Deposit,957.56,75401.74,3,False
1001,135,2025-09-22 06:08:00,Withdrawal,268.25,75587.94,1,False
1002,108,2026-04-28 02:58:00,Purchase,1852.26,25351.51,6,False
1003,214,2025-11-18 10:20:00,Transfer,1862.71,47566.04,6,False
1004,244,2025-11-11 10:46:00,Withdrawal,596.82,9368.25,9,False
1005,131,2025-07-06 07:48:00,Transfer,1425.95,0,5,False
1006,119,2026-07-10 03:29:00,Purchase,400.58,95181.73,5,False
1007,257,2026-05-30 02:23:00,Withdrawal,980.84,21609.47,11,False
1008,210,2025-03-18 09:42:00,Withdrawal,1408.02,47209.63,3,False
1009,217,2025-08-29 18:56:00,Transfer,273.97,54419.08,12,False
1010,121,2025-03-24 12:54:00,Transfer,1303.74,12431.72,10,False
1011,155,2025-08-08 07:14:00,Transfer,266.68,22441.88,3,False
1012,158,2025-12-24 17:11:00,Purchase,1395.63,12558.57,8,False
1013,226,2026-08-13 23:44:00,Transfer,1224.32,18339.33,9,False
1014,189,2026-06-29 22:21:00,Purchase,108.32,8901.37,12,False
1015,106,2025-03-17 09:31:00,Withdrawal,92.65,38425.34,10,False
1016,113,2025-03-09 00:18:00,Withdrawal,1441.99,21564.52,6,False
1017,128,2025-07-06 14:52:00,Withdrawal,337.78,75787.37,11,False
1018,78,2025-03-20 18:55:00,Withdrawal,1552.29,10042.9,12,False
1019,162,2025-12-02 15:13:00,Deposit,1317.58,7051.74,3,False
1020,211,2025-11-13 16:17:00,Deposit,343.25,53021.22,1,False
1021,227,2026-02-14 22:50:00,Withdrawal,599.71,21944.42,7,False
1022,125,2025-06-30 02:06:00,Withdrawal,366.95,3640.12,1,False
1023,68,2025-06-01 08:35:00,Purchase,654.91,95867.7,12,False
1024,104,2025-04-24 03:37:00,Deposit,1000.96,60233.99,8,False
1025,28,2025-11-20 14:17:00,Purchase,383.99,35193.4,11,False
1026,108,2025-10-26 14:39:00,Deposit,177.98,25381.1,11,False
1027,93,2025-05-30 03:21:00,Withdrawal,248.7,26049.43,7,False
1028,83,2025-11-06 01:02:00,Purchase,1316.13,47640.84,7,False
1029,9,2026-01-23 07:33:00,Transfer,2185.28,1635.22,7,False
1030,2,2026-05-01 13:42:00,Purchase,1381.21,67341.45,12,False
1031,235,2026-01-08 00:10:00,Deposit,1179.35,80073.15,7,False
1032,131,2025-05-14 19:30:00,Withdrawal,715.09,102.08,7,False
1033,2,2025-09-02 11:22:00,Transfer,24.1,68123.09,11,False
1034,75,2026-01-05 03:41:00,Withdrawal,2158.63,31997.32,8,False
1035,112,2026-08-02 08:20:00,Withdrawal,614.18,74001.09,1,False
1036,238,2026-04-06 17:02:00,Transfer,1282.87,37542.56,12,False
1037,179,2025-03-17 08:59:00,Deposit,30.24,54458.12,12,False
1038,244,2026-05-17 14:18:00,Deposit,124.78,9311.31,3,False
1039,15,2025-10-23 19:23:00,Purchase,1468.59,69283.74,8,False
1040,59,2026-06-14 09:48:00,Purchase,337.37,6164.54,6,False
1041,134,2026-07-30 22:44:00,Withdrawal,207.48,4357.25,12,False
1042,63,2025-04-18 02:12:00,Purchase,645.28,11494.02,7,False
1043,40,2026-04-10 06:37:00,Withdrawal,492.75,75561.07,6,False
1044,53,2026-05-20 16:30:00,Purchase,1007.18,32824.93,3,False
1045,71,2025-03-21 12:59:00,Deposit,1613.61,12474.04,8,False
1046,127,2025-12-31 10:51:00,Transfer,893.14,73689.6,1,False
1047,66,2026-08-12 05:59:00,Purchase,548.92,68144.9,4,False
1048,211,2025-12-09 00:27:00,Withdrawal,143.44,52787.43,5,False
1049,99,2026-03-29 09:50:00,Transfer,63.51,78026.66,11,False
1050,136,2025-12-01 20:45:00,Deposit,449.92,60489.79,2,False
1051,63,2025-11-03 11:35:00,Purchase,1476.65,12076.68,7,False
1052,177,2026-01-29 22:39:00,Purchase,915.96,80789.74,6,False
1053,94,2025-03-27 23:23:00,Transfer,1943.67,84353.7,10,False
1054,175,2025-06-27 01:20:00,Transfer,1174.45,26599.17,12,False
1055,225,2025-05-07 21:34:00,Withdrawal,2568.87,75593.96,1,False
1056,10,2025-07-16 11:14:00,Transfer,365.36,92907.52,10,False
1057,72,2026-01-18 09:01:00,Transfer,794.43,28070.86,10,False
1058,182,2025-06-27 06:30:00,Withdrawal,1191.11,14566.77,7,False
1059,265,2026-01-30 22:57:00,Deposit,1001.92,75510.25,7,False
1060,237,2025-09-23 14:39:00,Transfer,338.01,77219.13,2,False
1061,33,2025-12-04 00:14:00,Deposit,1078.35,68021.53,4,False
1062,267,2025-04-04 13:31:00,Purchase,1502.9,54297.05,5,False
1063,220,2025-03-03 16:06:00,Transfer,81.56,61939.78,4,False
1064,253,2026-08-19 19:40:00,Withdrawal,342.0,37514.57,6,False
1065,172,2026-01-02 06:41:00,Withdrawal,505.26,68777.63,6,False
1066,97,2025-01-11 17:57:00,Transfer,714.54,46431.91,2,False
1067,8,2026-07-19 15:09:00,Deposit,212.41,71536.93,10,False
1068,222,2025-02-09 18:30:00,Withdrawal,1075.11,63418.32,11,False
1069,47,2026-01-29 04:25:00,Withdrawal,175.51,16479.46,8,False
1070,26,2026-02-10 11:45:00,Deposit,88.91,48399.68,11,False
1071,48,2025-11-23 18:07:00,Purchase,713.97,94026.32,3,False
1072,110,2025-02-18 12:32:00,Transfer,240.79,21380.11,8,False
1073,53,2026-02-16 12:20:00,Purchase,4217.01,33291.88,7,False
1074,125,2025-12-16 14:31:00,Withdrawal,785.4,3258.32,6,False
1075,210,2025-10-05 22:21:00,Transfer,427.79,46919.4,10,False
1076,146,2025-07-24 18:05:00,Deposit,1546.45,64953.34,10,False
1077,60,2026-05-17 06:34:00,Transfer,437.92,84986.73,1,False
1078,90,2026-01-09 06:04:00,Withdrawal,1522.91,76057.59,5,False
1079,100,2026-08-21 00:11:00,Transfer,474.64,68573.21,7,False
1080,121,2025-06-26 07:37:00,Deposit,569.37,11418.37,4,False
1081,176,2025-07-29 21:35:00,Purchase,6067.16,36560.9,6,False
1082,27,2025-04-08 12:03:00,Withdrawal,179.79,41172.89,9,False
1083,253,2026-03-27 05:29:00,Purchase,318.29,37455.6,10,False
1084,220,2025-10-02 10:32:00,Purchase,1499.73,62348.49,3,False
1085,41,2026-05-05 20:38:00,Transfer,803.46,92822.51,11,False
1086,229,2025-02-12 11:59:00,Transfer,208.13,45535.44,2,False
1087,173,2025-12-26 13:41:00,Purchase,536.4,91883.13,3,False
1088,72,2025-07-03 12:12:00,Transfer,846.78,28782.89,11,False
1089,204,2025-12-06 08:13:00,Withdrawal,1618.31,62363.98,3,False
1090,102,2025-07-27 13:42:00,Deposit,19965.31,57957.48,8,True
1091,262,2025-05-15 18:33:00,Withdrawal,2335.98,60342.31,5,False
1092,180,2025-10-20 06:31:00,Transfer,699.7,30352.85,5,False
1093,136,2025-06-28 22:05:00,Deposit,780.17,61510.27,12,False
1094,43,2025-07-23 17:46:00,Withdrawal,363.87,70388.88,7,True
1095,96,2026-03-26 22:36:00,Purchase,302.74,47352.81,3,False
1096,251,2025-02-04 19:53:00,Transfer,67.26,78267.33,4,False
1097,254,2026-01-13 00:24:00,Deposit,158.97,18104.01,3,False
1098,87,2025-07-10 18:12:00,Withdrawal,1169.33,11291.45,12,False
1099,5,2026-03-24 09:10:00,Withdrawal,155.49,42927.72,10,False
1100,29,2026-06-23 18:41:00,Deposit,788.38,56617.14,3,True
1101,144,2026-06-03 23:07:00,Deposit,69.93,96724.07,7,False
1102,13,2026-07-13 17:51:00,Purchase,712.57,75113.5,6,False
1103,262,2025-02-18 08:31:00,Transfer,27.08,60323.27,5,False
1104,205,2026-02-08 14:02:00,Deposit,533.56,73478.32,4,False
1105,207,2025-06-07 13:44:00,Purchase,105.78,83415.46,7,False
1106,201,2026-05-25 20:33:00,Purchase,492.82,57839.53,2,False
1107,266,2026-02-03 10:01:00,Withdrawal,2119.34,78161.07,6,False
1108,214,2025-11-19 11:11:00,Purchase,353.22,49034.43,3,False
1109,154,2026-05-01 06:52:00,Deposit,797.85,27043.92,8,False
1110,51,2026-06-03 16:41:00,Purchase,59.58,12564.4,9,False
1111,127,2026-08-24 08:28:00,Withdrawal,516.04,73114.71,12,False
1112,113,2025-06-23 21:25:00,Withdrawal,84.15,22408.66,7,False
1113,147,2026-06-18 15:35:00,Purchase,1124.0,54331.23,8,False
1114,62,2025-06-15 07:04:00,Withdrawal,1596.22,93145.8,12,False
1115,223,2026-08-26 04:20:00,Withdrawal,2681.57,19771.0,4,False
1116,199,2025-10-08 20:07:00,Deposit,1073.83,53954.59,3,False
1117,39,2025-09-10 20:20:00,Transfer,591.28,82548.38,1,False
1118,14,2026-06-25 21:05:00,Deposit,45.08,25189.09,6,False
1119,204,2025-03-27 22:15:00,Withdrawal,809.97,63393.19,7,False
1120,137,2025-09-12 00:13:00,Purchase,97.89,77862.37,7,False
1121,262,2025-03-23 03:11:00,Deposit,406.2,60363.64,7,False
1122,248,2026-01-11 04:34:00,Transfer,70.35,22717.2,6,False
1123,52,2026-07-22 15:38:00,Deposit,487.81,27134.7,11,False
1124,136,2025-06-22 10:42:00,Purchase,2193.74,60522.14,10,False
1125,254,2026-07-06 21:05:00,Deposit,407.92,18014.27,6,False
1126,260,2025-02-11 10:59:00,Deposit,39.5,14716.56,3,False
1127,238,2025-09-14 04:38:00,Purchase,1155.98,35669.7,4,False
1128,97,2026-03-30 22:13:00,Withdrawal,149.33,46544.45,2,False
1129,163,2025-05-25 00:07:00,Withdrawal,509.42,44731.46,8,False
1130,177,2026-01-31 12:51:00,Transfer,623.81,81509.92,7,False
1131,114,2026-02-10 04:51:00,Withdrawal,856.12,44061.33,3,False
1132,86,2025-10-02 04:05:00,Deposit,3709.2,95496.32,8,True
1133,216,2026-06-14 20:39:00,Transfer,1398.75,82852.1,6,False
1134,267,2026-08-27 04:54:00,Purchase,1176.94,52922.13,2,False
1135,26,2026-07-06 09:19:00,Transfer,757.55,48400.78,11,False
1136,69,2026-02-08 10:50:00,Deposit,1116.33,51924.87,8,False
1137,133,2025-06-16 05:44:00,Deposit,760.18,29246.61,12,False
1138,46,2026-05-17 13:08:00,Deposit,603.44,53895.32,11,False
1139,76,2025-11-15 01:34:00,Deposit,31.38,24517.63,8,False
1140,104,2026-08-06 02:45:00,Withdrawal,1262.85,62130.04,12,False
1141,262,2025-12-22 13:39:00,Deposit,665.64,59819.94,6,False
1142,252,2026-07-24 20:05:00,Transfer,553.44,39280.52,2,False
1143,128,2025-10-01 13:50:00,Deposit,3031.34,73604.07,5,False
1144,170,2025-02-21 20:11:00,Deposit,1397.36,60420.92,4,False
1145,215,2026-01-16 16:29:00,Deposit,341.11,99924.6,4,False
1146,164,2026-01-16 18:07:00,Withdrawal,335.11,75353.17,4,False
1147,61,2025-01-26 01:38:00,Withdrawal,2747.57,76709.45,11,False
1148,23,2026-01-29 04:15:00,Purchase,375.16,71459.22,11,False
1149,150,2025-05-25 05:45:00,Purchase,733.28,40564.15,6,False
1150,101,2025-09-07 18:50:00,Transfer,256.22,67437.53,10,False
1151,216,2025-03-18 08:31:00,Deposit,2734.86,84213.21,10,False
1152,42,2025-04-19 06:26:00,Deposit,961.24,55998.04,1,False
1153,3,2025-11-17 04:22:00,Purchase,863.61,25144.84,9,False
1154,158,2025-08-31 13:41:00,Purchase,170.22,12335.32,3,False
1155,165,2026-04-28 15:25:00,Deposit,772.63,47331.77,6,False
1156,117,2025-04-10 00:40:00,Withdrawal,59.99,66112.88,2,False
1157,31,2026-06-11 19:05:00,Transfer,763.95,41794.38,12,False
1158,20,2026-05-13 04:43:00,Purchase,264.59,68199.99,10,False
1159,123,2025-04-06 12:14:00,Withdrawal,527.67,87827.13,3,False
1160,2,2025-07-15 19:37:00,Transfer,51.26,68132.8,12,False
1161,38,2025-10-17 11:37:00,Transfer,88.62,42041.24,7,False
